text,createTime
jgn cm dicatet ya braaaannnnnnn,1764943838
"nulis doang,abis itu lempar ke tong🤣",1764943748
"sebaikan apapun tindakanmu, mereka akan tetap mencari-cari letak kesalahanmu",1764943744
"Wapres bawa buku saku, anggota depe er pake.......... kalian aja yg ngomong",1764943518
terus bantu masyarakat pak terimakasih sudah turun langsung kelapangan,1764943397
dilarang ngehujat kalo belum terjun kelapangan kayak gibran,1764943185
"bukan membela atau pun antek2 nya, but ya pada dasarnya otak kita itu sifatnya volatile/sementara guys, mungkin dgn dia mencatat untuk mengingat kembali point2 yg di butuhkan dan untuk nyusun langkah penanganan nya, jadi so kita harus hargai guys usaha nya🙏",1764943174
"lu pada yang pada bilang ""bare minimum"", tau kok pada habis liat konten statement perbandingan dengan Singapore kan. ya udah kalo udah tau, berarti apa, akhirnya ada yang kerja, ga usah julid makasih lah udah ada yang ""kerja"" 😂",1764942781
sebenci apapun orang2 sama mas Gibran tapi aku bangga banget sama wapres ini...mau bilang banyak terimakasih sama pemimpin muda ini❤️,1764942597
Tapi emang wapres ini jelas kerjanyaa😳,1764942557
banyak banget sampe di tulis,1764942482
"saking anehnya sama pejabat kita, ngeliat bare minimum pun kita ""waw"" in. tapi tetep rispek pak gibran🙏 terus kerja dan jangan bikin kebijakan aneh aneh plis😭🙏",1764942450
"mau di katain bare minimum mau di katain apapun ya seterah, intinya beliau menjalankan tugasnya dengan baik",1764942458
Lucu banget perhatian nya semanis itu sampe dicatet😭,1764942447
ALHAMDULILLAH ANIS UDH NYUMBANG 300T 🙏🏻🔥,1764942176
definisi right person wrong time sih mas gibran,1764942029
"yg gini tuh harus nya tugas DPR , namanya aja Dewan perwakilan rakyat. aspirasi rakyat diserap DPRD kab/kota, diteruskan ke provinsi dan DPR-RI. baru ditindaklanjuti oleh kementerian dan di sahkan oleh Presiden. masalahnya jaman sekarang DPR nya ga pernah turun ke masyarakat, jadi aspirasi dari tingkat bawah aja udah ga terdengar. di tingkat nasional DPR nya sibuk ribut sama menteri. Menteri nya juga banyak yg afk. ribet banget birokrasi negara ini",1764941717
@Yourfavgvrl:Kenapa pada lebay emng tugas dia heyyy😭😭😭,1764941590
"Kak, apa bisa bantu kerjasama dengan kami, penerbit umkm, utk menerbitkan buku ""365 HARI TERIMA KASIH TUHAN KARENA ..."" Di buku ini akan ada halaman2 khusus untuk Kakak, yg bisa digunakan utk mempromosikan produk2 Kakak 🙏",1764941563
dulu wakilnya pada afk.. giliran di kasih yg kerja gini malah di kata in.. semua ada +- nya support aja lah 🙏,1764941533
terimakasih sudah turun mas gibran🙏🏻,1764941393
"teman2 jangam jahat2 yaa ketikannya, sakit kalau ada yv ngehinaa pak wapres",1764941373
wapres: pucing ni tapi harus tetap kuat😌,1764941034
Respect,1764940765
Tatapan setulus itu di hujat,1764940737
utk saat ini stop hujat dia dulu.kalo udah selesai gass poll lagi hujatnya😅,1764940670
"apa gw perlu banggain presiden ama wakil di story wa ya, soalnya penonton story gw pada anak abah 🥰",1764940658
"turun dihujat, gaturun makin dihujat.",1764940565
"pak keluhan saya cua satuu
harga buku butuh subsidiii😭",1764940533
Setelah puluhan tahun merdeka baru kali ini merasakan fungsi wakil presiden,1764940234
"cukup bilng Alhamdulillah dan ucap syukur woii, berbuat baik aja Masi di rujak apalagi ga sama sekali, sedih baca komenan kalian😞",1764940212
makasih pak Gibran💗,1764940066
emg selalu salah di mata pembenci,1764939932
"banyak mentri mentri yg hanya pencitraan, ekting, dan cari sensasi di dunia maya,
sehat selalu mas wapres🙏💪, Indonesia msh butuh presiden bpk prabowo dan wakilnya🥺🥺",1764939929
pengen nangis liat pak Gibran 🥺🥺,1764939662
padahal beliau bisa pke ipad atau smartphone 🥹,1764939628
"saya kemarin malem mimpi para pejabat bawa buku saku terus ngecatat keluh kesah rakyat, eh ternyata orang itu bapk gibran🗿",1764939594
"Emang bener kok itu emang tugasnya, tapi saking bobroknya mayoritas pejabat di indo, tugas sebenarnya jadi seperti WAH",1764939591
"dari sekian wapres, cuma Gibran yang paling sering muncul ke permukaan dan di kenali banyak orang
sementara wakil"" sebelumnya sama sekali tidak kelihatan kinerjanya ataupun ke sorot kamera",1764939584
pusing ya pak😭😭,1764979634
halah halah komennya,1764938761
"yg di aceh sbr ya, mas waspres msi di tapanuli🙏",1764938698
kok tulis tangan sih? Ainya mana aowkwkwkwk,1764938667
Sehat selalu pak Gibran,1764938660
bukan sekedar nunjuk loo ya,1764938664
Padahal Gibran ini punya sekretariat. Harusnya dia ga perlu capek2 nulis. Pikirkan solusi nya.,1764938652
takut bgt sm omongan jahat kalian balik ke diri sendiri,1764938621
"Jadi baik salah, jadi jelek salah. Salah aja terus anjir",1764938616
"harusnya dpr gini ga sih nyatet keluhan rakyat kan tiap daerah ada wakilnya, tapi perasaan mereka ga sedekat ini sama rakyat malah kayak dekat yg selevelnya",1764938602
"heraaaaan, mau kalian kek mana sih ??
harus gimana presiden dan wapres kita woy??
ini salah, itu salah...",1764938591
stop deh buzzer gibran,1764938555
ke tamiang bran,1764938476
Ini bare minimum pejabat. Seharusnya semua pejabat melakukannya,1764938294
sehat sehat mas wapres.,1764938287
terbaik wapres sampe catat keluhan coba🥰🥰,1764938113
hdeh netizen netizen taunya cuma ngetik berkomentar ini itu bntuin jga enggaa,1764938068
muak aku,1764937941
Sehat sehat mas gibran 🥰,1764937905
"yg dipuji2 mah yang pake rompi, kalau yg ini dihujat mulu",1764937825
Sehat selalu pak gibran dan tim yang membantu🤲🤲,1764937766
hidup Jokowi 🔥...,1764937677
2029 GANTI RAKYAT,1764937665
Mau sebenci dan sesalah apapun .. kalo orang nyaa sedang berbuat kebaikan kenapa tetap saling menghujat dan menyalahkan? Dukung dan do’akan dengan hal baik saja ..,1764937436
komennya full si paling bare minimum. dah syukur ada org pemerintahan yang waras & kerja. smangat wapres kita sehat selalu🙏,1764937360
mantap,1764937203
"membenci seseorang tidak akan membuat hidupmu lebih mudah
tapi justru mempersulit hidupmu kedepanya, sehat selalu pak wapres🙏",1764937121
huwaaaa masyaallah mas gibran,1764937115
"ngeri yaa indo, sebenernya mah semua pejabat kek gini tapi baru ngeliat wapres kek gini pada denial. huft emang seenggak perhatian itu yaa pejabat² indo sampe rakyatnya digiin aja ngerasa aneh n kebingungan 😔",1764937058
SEMUA AKAN TERLIHAT SALAH DIMATA PARA PEMBENCI !,1764936924
"warga kelaparan catat ✓
warga butuh minum catat✓
warga butuh obat catat✓
bayi butuh susu catat✓
lansia/bayi butuh popok catat✓
warga butuh fasilitas catat✓
19jt lapangan pekerjaan catat✓",1764960846
"yang kek gini malah diberitain, level wapres yang full power harusnya tinggal nentuin angka dan pengawasan..",1764960265
"bare minimum bare minimum,apaan sih! dia lagi ngelakuin tugasnya,kalo ngga mau muji mimal jangan nyinyir . harusnya kita tenang dong,karna dia ngelakuin hal yg katanya ""emang tugasnya"" jadi yaudah,biarin orang orang yg suka sama dia muji,jangan malah di patahin,aneh",1764958927
Yg wapres sebelumnya pernah gak turun ketemu rakyat lngsung.?yg hujaat mahh orang2nya ituu😂😂😂,1764958188
"Warga ini serba salah ,coba wapres mana yang kerja nya nyata ???",1764958020
gk papa pak gibran. ketimbang lupa. saya baru kli ni lihat wakil presiden dekat sama masyafakat. biasa nya gk pernah terlihat wakil2 preseden sebelum nya,1764958005
"dikasi yang tua, protes
ngga ngapa ngapain, ngga kerja
dikasi yang muda, di hujat😔",1764936806
"“it’s a bare minimum”,, tapi jarang dilakukan pejabat di indo",1764936741
"padahal mereka yang bangga itu karna punya rasa terimakasih, kalau hal tersebut bare minimum wapres, maka berterimakasih adalah bare minimum rakyat",1764936681
jangan hanya di catat doank tapi segera laksanakan apa yg dibutuhkan rakyatnya.,1764936676
@katarinabluu @eneee. Yg ditulis “paracetamol”,1764936538
sudah layak jadi presiden🥰♥️muda peduli rakyat dan punya jiwa pemimpin🥰♥️.,1764936522
maunya rakyat kayak apa sih? salah mulu udh turun salah ga turun salah,1764936513
Udah gini pemimpin masi aja ada yg hujat🥺,1764936500
gk gampang lo handle seluruh umat manusia diindonesia ini jadi wajar aja presiden juga pusing😭🙏kita sebagai rakyat harus bisa sabar jangan asal hujat🙏karna kalau kita yg diposisi mereka pasti jg belum tentu bisa🙏,1764936496
"sehat selalu Bapak, semoga pahalanya dilimpahkan Allah SWT✨🥰",1764936472
"yakinlah, mau sebaik apapun orang, bagi pembenci dia tetap akan jelek. So, tetap fokus pada hati nurani dan mata untuk melihat kebaikan sekecil apapun itu.",1764936462
semangat semua yang sedang berjuang untuk bangkitnya sumatera... doa ku slalu menyertai kalian❤️,1764936376
respect [sticker],1764936300
"ya Allah,kasian banget😥",1764936278
"jangan di hujat temen"" stidaknya wapresnya sudah ada tindakan mau terjun kelapangan",1764936237
"Karna kalau cuma di dengar banyak lupanya, kalau di catat jadi bisa di cerna satu2. Masa gitu aja harus di jelasin",1764936203
intinya sih 11/100 ya,1764936080
abis dicatat langsung dianggurin😂,1764936012
hargain aja guys selagi itu masih positif😌,1764935947
"respect sama mas gibran, semoga konsisten sama tindakan yang beliau pilih",1764935820
semoga dikasih semua😭,1764935814
Pak gak pake rompi anti perulu?? 😭😭,1764935722
"gimana ya,walau banyak yang benci,tapi tetep kita gak bisa menghakimi 100% dia salah dimata kita",1764935719
cuma anak Abah yg sakit hati,1764935697
Di apk sebelah komen ny nyelekit bgt 🗿🗿🗿🗿,1764935607
"ganti rakyat aja, perhatian salah, gapeduli salah",1764935559
BUZER TERMUL MULAI DI TURUNKAN UNTUK MEMBELA PANGERAN TERMUL,1764935517
pdahal yg ngehujat blum tentu lebih baik jir,1764935486
kalo ini apa fungsinya 🤔,1764935476
"bodo amat lah bare minimum kek, ga semua juga bisa begitu",1764935411
jngan pada heran kalau masih ada yg benci mas gibran.. nabi Muhammad pun juga masih ada yang benci kok..bukan menyamakan tapi memang begitulah kodrat manusia..otak sama hati jarang ada yang singkron🥺,1764955895
kyknya yg ngehujat tu brazzers,1764935345
"gapapaa, itu emang bare mininum, tapi di negara lain ga banyak pejabat yang mau langsung tulis tangan pakai tangan nya langsung untuk keluhan rakyat nya, dan gapapa banget kok kalau kita apresiasi",1764935264
mas gibran sehat terus ya😭🙏biar pun banyak rakyat yg membenci mu tapi jangn pernh capek buat berbuat baik😭🙏,1764935256
pak gibrannn😭🖤🖤,1764935151
ih takut buzzernya byk,1764935112
terimakasih mas wapres gibran,1764935032
ini akun media kah? kyk ga netral gitu balesin komen nya wkwk,1764934873
"sehat selalu pak wapres, Allah sebaik-baiknya saksi🥺",1764934830
"Pak wapres tetep bantu rakyat aja ya, kalo ad yang hujat biarin aja. Yg ptg kerja buat rakyat.",1764934653
"Harusnya tugas DPR gak sii yg dengerin keluhan tuuuuh, ini lgsg wapres loh dan masih salah juga😭",1764934606
"sehat² ya mas gibran, seneng bgt punya kepala negara yang ngertiin keluhan rakyat nya☹️🫶",1764934583
emang paling bener ganti rakyat aj kyanya😔🙏🏻,1764934565
alah depan kamera doang,1764934556
bupatinya aja umroh,1764934484
"lumayan lah, yg penting gak nenteng beras sama pake rompi anti peluru",1764934472
semangat pak Gibran,1764934457
"ini yg pada ngehujat klo emg gasuka sm presiden sm wapres mending pindah negara aja, selesai!",1764934325
"Ga semua mau dan mampu se telaten ini, dan tetep tulus sekalipun rakyat lain isinya cuma komen negatif ga ada apresiasinya",1764934303
"cuma bisa “astagfirullah banyak bgt ya rakyat yang melihat hal yang notabene bukan sebuah keburukan pun masih menghujat” apa susahnya sih guys mengakui kalau memang itu hal baik ya support aja, kalau buruk ya kita kritik dan kecam😅",1764934246
"selain kagum sama pak Jokowi, gua juga bangga sama Gibran , mereka tuh gapernah dengerin hujatan tapi malah di jadiin panutan",1764934212
pak coba gotong beras sama pake rompi anti peluru😝,1764934164
serba salah emng warga indo heran,1764934100
WAKAKAKAKAKK AKUN BUZZER,1764934025
"subhanallah pak gibran, bener2 dari hati🥰",1764933982
"diam salah, bergerak salah🤣 apa apaan ini",1764956607
kaburrr banyak termullll😭,1764951906
ya kalo dicatet doang mah.....,1764946582
rompi anti peluru nya mana😚,1764946449
drpd manggul beras sendirian 👍,1764946303
Semoga ada bantuan dari pemerintah bagi yg rumahnya sudah hanyut atau hancur,1764946299
"mie ayam 1 banyakin sawi
es krim stroberi 1
batagor 10rb
es teler 1
bakso satu ga pake mie
es teh 1",1764946077
"nah kerja bran, tolong kasih tau gemoy suruh bawa catatan ya bran biar kaga lupa maklum faktor u dia",1764933900
"bare minimum emang, tapi apa ada banyak pejabat yang begini? makanya heboh kan karna pejabat juga banyak ga peduli, boro2 mah nulis gitu.",1764933901
"bagus dong dia nyatet, emg dia nanya keperluan orang DISITU yg lagi dia TANYAIN jadi kalau udh ada dan bisa langsung dikasih ke ORANGNYA, hadeuh ada aja nyari minusnya😩",1764933854
APA JADINYA KALO PAK GIBRAN UMROH DITENGAH BENCANA BANJIR KAYAK BUPATI ACEH SELATAN ITU?? 🤣🤣,1764933801
ngeliat pak wapres ngobrol sama anak kecil matanya tulus bgt🥺🤍,1764933668
dia dihujat krn dia anak jokowi,1764933627
"Kau tengok wakil mana yg kaya gini Hah????? Selama hidup di konoha ini, cmn wakil periode ini yg apa apa turun , aktif .",1764933628
"salah satu alasan gw seneng kalo ada pejabat/pemerintah muda. kenapa? karna secara fisik mereka lebih kuat, harusnya etos kerja mereka tinggi. kyk gini ada bencana ga cuma sekedar visit tapi keluhan masyarakat diserap",1764933544
salah satu alasan pemerintah enggan bekerja adalah banyak nya komentar negatif dari rakyat nya sendiri.,1764933531
emng bnr ya orang baik tu banyak banget yang gasuka🥺,1764933416
"dicatet doang tar jg dibuang kertasnya, namanya jg manusia",1764933388
"sebaik ini masih ada yg ngehujat,selalu dianggap salah ,ya allah buka hati kalian wahai para pembenci 🥺 udahan yaa hujat”nyaaa",1764933344
ganti rakyat kecuali gue hahahah,1764933293
"masyarakat memang suka begini, nggak di bantu marah, di bantu ada aja komenan nya, kalau lg keadaan kayak gini selagi niat nya baik dan kita nya di bantu yaudah gt loh.",1764933254
kenapa dia dihujat ya? apa gara2 dia jadi walpres gara2 anaknya pak jokowi? Tapi selagi kinerjanya bagus harusnya fine fine aja sih. Toh kita jg kalo dikasih privilege itu pasti jg gabakal nolak🤣,1764933236
"kadang ganti rakyat, kadang ganti pejabat. tp ini ganti rakyat sih ✌️",1764933233
alhamdulillah masih ada wakil rakyat korg yang syg korg tu 🥰 jagalah baik ii org begini 1 dalam sejuta . semoga cepat sembuh yaa Indonesia salam dari Malaysia 🤭,1764933193
"miris bgt liat isi komen, ini sih bukan pemimpin nya yang harus di ganti tapi RAKYAT nya. mau pemimpin nya diganti sampe seribu kali dalan setahun pun kalo rakyat nya yang pemikiran nya dangkal bgt bgt bgt ya sama aja ga bakalan ada maju maju nya ni Indonesia, emang yang ngehujat nih bisa bantu orang sono? pintar nya ngehujat doang😂
udah gabisa bantu banyak bacot bisa nya komen doang minimal kalo mau nge bacot tu bantu dulu gih",1764933150
"wakil presiden aja gak pake rompi anti peluru, emang mau perang ?",1764933131
sekelas wapres aja gak pake rompi anti pluru.,1764933111
"liat wapres gak kerja = Tuh kan cuma ngandelin bapak biar dapat jabatan
liat wapres kerja = pencitraan aja itu biar keliatan kerja
ya beginilah SDM indo, gerak kanan salah gerak kiri juga salah",1764933113
pengen tau reaksi roy suryo,1764932984
"wkwkwkw Indonesia minim apresiasi, dikit dikit bareminimum, ga cuma boomer/milineal, gen Z pun masih banyk yg minim apresiasi, aduh aduhh ampun dehh 🤣",1764932976
kerja nyata kayak gini aja masih ada aja yg gasuka dan ngehujat penyakit hati emang susah disembuhinnya :(,1764932942
indo dengan berbagai sdmnya,1764932937
Serba salah netizen mah heran. Semoga semuanya cepat membaik ya Tuhan 🙏🏻,1764932883
"kerja ga kerja , bantu maupun ga bantu tetap ya di caci maki. miris banget",1764932802
pak Gibran 🫶🥹,1764932742
"warganya cuma modal kuota bisanya maki2 doang🤣gush didwnger pak, teruslah jd org baik yg memanusiakan manusia",1764932732
2026 ganti rakyat yg ngelunjak !,1764932692
Turun dihujat ga turun dihujat mau nya gimana sih ya Allah … bersyukur aja napa sih …,1764946069
"heran ya wapres se baik ini malah di hujat abis abisan,gimna mau maju yang hujat otakny gada heran",1764990637
😭😭😭,1764932687
syukur2 dia langsung loh yg mencatat ga nyuruh ajudan,1764932639
kalau anis bisanya apa😏,1764932623
dibantu salah ga di bantu tmbh salah. maunya apasih ya allah😔,1764932573
Udeh udeh ganti rakyat ajaa,1764932558
GANTI RAKYAT AJA GANTI RAKYAT,1764932476
"semangatt trus pakk, jangan pernah dengerin omongan org org yg jahat ya pakk! 🥺💗",1764932436
"di konohoa, nolong dihujat, ga nolong dihujat, coba pikirkan pakai logika",1764932311
komentar rakyat indonesia sekarang too much bgt,1764932275
"salut sih sama beliau
walaupun di rujak abis²an bhkn satu keluarga tp tetep fokus kerja ke terusik sedikitpun",1764932213
as he should. ya emang harusnya begitu. dia minta dipilih kan supaya rakyat emg dilayani. what's so special about it?,1764932130
walaupun sy bukan pendukung jokowi dan bukan fans jokowi tp aku klo lihat gibran kasihan aja suka pd d serang sm netizen yg merasa paling benar,1764932091
2026 Perlu Ganti Rakyat Deh Kayanya 🗿,1764932054
buat pak prabowo dan mas gibran jika ada 1jt rakyat yg membenci kalian saya akan tetap berdiri sendiri mendukung kalian!!!,1764931944
Ga pke rompi ya pak wapress,1764932057
"Ada aksi gada aksi pun,prabowo gibran tetep kena hujat. Emg dasarnya udh ga suka ya tetep ga suka dan ga bakal liat sebuah kebaikan. Itu fakta. Miris.",1764931874
malah nulis orang butuh bantuan Lo ituu pak,1764931875
Astagfirullah ya allah semoga yangckomen jahat diberi hidayah😭🙏🏻,1764931801
"sebenernya haters dia. tapi be real guys, he was doing his job. semoga dengan kehadiran dia disana bantuan korban banjir bisa lebih tanggap",1764931763
"lihat wajahnya Mas Wapres kelihatan lelah bngt,smg Mas Wapres sehat panjang umur",1764931705
gak pake rompi mas Gibran,1764931643
"Kan rakyat yg ditanyain banyak tuh, kalo ga di catet takutnya lupa ga sih nanti mikirin solusinya gimana😭 kan manusiawi lupa",1764931634
gak pernah secinta ini sama wapres😭 sehat2 ya pak. . . bapak yg dihujat aku yg sakit hati😭,1764931514
kenapasii masi ada yang ga suka🥹🥹plisss gaa cuma masyarakat aja yang capee🥹🥹,1764931460
"😭 merinding huhuhu...
mungkin saking gedek nya sama penjabat yg gada Hati gitu.. sekali ada yg baik gtau malah reflek haru.. bgt💗",1764931433
gini doang terharu 😭😭😭😭,1764931431
"cm mo komen nebak mesti ada aja salahnya gibran.... ""ngapain dicatet, ngapain itu bawa buku, ngapain..... yg onoh uda bla bla bla..... """,1764931324
"yauda sih emg dia wapres udh tugasnya, gausa pake disanjung sgtunya",1764931296
"YG KOMEN BLG ""BARE MINIMUM , INI UDH TUGASNYA BLA..BLA..BLA"" , POINTNYA KNAPA KITA HRUS APRESIASI PENJABAT KEK GINI , TAU KNAPA ? KRNA D KONOHA JARANG ADA YG MAU TURUN LGSG DGR KELUH KESAH RKYATNYA ,HARUSNYA BIAR BISA D CONTOH SMA YG LAIN .
MKANYA SEKALINYA ADA PENJABAT MERAKYAT.. D KONOHA KEK WOWW ..GITU.. SAKING JARANGNYA",1764931213
"emang harusnya ganti rakyat aja sih ini yaallah komennya gk ngotak semua, wapres muncul salah gk muncul lebih salah lagi🤦🏽",1764931200
memang bare minimum sih tp ga ada salahnya juga buat diapresiasi,1764931119
Melakukan aja salah apalagi kalo Ga melakukan 😭 makin makin nanti hujatanya,1764931085
planga plongo,1764931053
"ya tau bare minimum, cuman kan jaranggg cokkk yg kaya gini mangkannya di apresiasi",1764931020
"Kenapa wapres harus sampai turun ke lapangan, sedangkan masih ada bawahan-bawahannya? i mean dia termasuk di posisi yang tertinggi",1764931016
sehat slalu dan terus semangat pakk wapress,1764931014
"didengerin salah, ga didengerin nyerocos,, mau nya apasi. dan lg itu tgs dia jg kan jd wapres, siapa tau apa yg dicatet itu bs dia wujudin pelan², please lahhhh",1764930995
serba salah bgt jadi wapres 😭,1764930915
"ini memang bare minimum .. tapi pernah gak loo semua liat yang kaya gini sebelum yaaa, sumpah yaaa indo tuh harusnya ganti rakyat 😭😭😭",1764930911
apa si yg dicatet jd kepo…,1764930865
gini aja masi banyak hate comment ya😭,1764930845
"Salah ajaa teros, dia lakuin tugasnya disebut emg seharusnya tp kalo dia diem ditanya2. Hahaha 🤣",1764930839
"semoga selamanya begini ya, walau proses jadi wapresnya serem banget. semoga gerakannya kedepannya senantiasa memuaskan. aamiin
ini bare minimum ya guys, please jangan langsung cinta mati. mari kita syukuri sekarang dan liat kedepannya bagaimana!",1764930815
bapa🥺,1764930795
"buat pihak yg gak suka, apapun yg dilakukan sm beliau akan sll dinilai salah dan kurangnya aja..",1764930635
repot ancen wong2 iki,1764930623
sehat sehat pak,1764930591
ngga bawa rompi? engga mikul beras?,1764930525
No rompi anti peluru yess🤪,1764930461
ga pernah ge liat wapres gerak gini daripada sebelumnya. bahkan pas gw sekolah pun gw tau nya cuma presidennya,1764930462
"keknya yg buat pemerintah jadi ga peduli sama rakyat tuh karna kaya gini, dibaikin tapi masih aja ada yg komen enggak enggak, jadi mls mereka mau baik juga mending sekalian jahat gituuu, emng paling bnr ganti rakyat dahh😭😭😭",1765071424
"kata dosenku
Umar bin Khattab, Usman bin Affan, dan Ali bin Abi Thalib, mereka Khalifah tapi di bun"", bahkan yang Usman sampai sekarang belum tau siapa orangnya, jadi pemimpin/presiden itu cobaannya sangat berat, huuuu gw jadi terharu😭😭😭",1765071298
🥰🥰🥰,1765071291
ya Allah segitu bnyaknya orang dlm 1lokasi😭,1765071287
que???,1765071202
bwa duit bkn bwa buku,1765071139
"min, mau nanya, kalo mau kirim bantuan baju2 bayi layak pakai gimana ya.. sya dari malang jatim 🙏🏼",1765071052
sehat selalu pak Gibran 🤗,1765071050
mudah mudahan ngga cuma ditulis ya pak wapres tapi ditindak lanjuti. dan uu yang kiranya merugikan di era bapakmu bisa segera diperbaiki :),1765071025
presiden dan presiden negara lain ada yang bisa seperti presiden kita ga si.,1765071010
yg tidak suka pasti bilangnya pencitraan,1765070989
doa terbaik untuk korban bencana & mas wapres🤲🤲,1765070988
🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,1765070963
"ciri2 org yg sok serius, pdhal kosonk.",1765070882
dicatat doang utk pencitraan atau lgsg dikerjakan. klo cm utk pencitraan doang mah smua bisaa. yg penting itu tindakan setelah itu ada ga dan bantuannya seperti apa,1765070823
memory 2mb🤣🤣,1765070765
x tu isinya kaum 01 gais,1764927312
Itu mereka tidurnya gimana yaaa?😭🥺 Ada lahan lain kahh?,1764927139
mas wapres istimewa👍👍,1764927071
ANTARA NEWS COM _ ROMPI ANTI PELURU SUMATRA _ NEWS COM,1764926842
@Ar🦩 @Soviia,1764926252
pramuka kali buku saku,1764926205
"ih pak wapres kok ga pake rompi, ga takut ya? 😹😹",1764926154
ini briefing dl gk sm kameramen nya EHEH,1764926089
@selv13_ iban,1764925035
"ntar kalau catat di note hp dibilang gapeduli, pake note kertas dibilang caper",1764924458
"mantap pa, rakyat senang dngn istilah baik bapakkk, ttp semangat pa",1764923617
minta mainan,1764923495
mana woi yg ngehujat dia,1764923418
"bukan pendukung 02, tapi salut sama pak wapres😁",1764923295
"lanjutkan kerja mu pak wapres, semoga tetap dlm dalam lindungan Allah SWT 🤲🤲",1764923335
dicari sisul coba aja a dibantu ga,1764922560
buku yg di tulis merek death note🗿,1764922532
abis itu di buang🤣,1764922112
pertama min bales pake vt,1764922091
nah,1764922011
gerceppp,1764921967
🙏🏻🙏🏻🙏🏻,1764921914
2,1764921860
Kalo masih ada aja yg julid sumpah sakit banget😭 kalo kita ga bisa turut membantu minimal tuh kita support dan bantu doa,1765178533
Ini sosok presiden yg langs turun kerakyat bukan cuma di kantor nunggu info bawahan..,1765177191
sehat selalu wapresku 🥰🥰🥰😇,1765177021
mana nih yg komen: ga nyuruh orang aja pak? apa ga pake tablet aja pak 😂,1765175681
"d catat?
🤣🤣🤣🤣",1765172283
👍👍👍,1765172118
"ada wapres kerja bener,malah pada gengsi gak mau mengakui😌",1764939417
@𝖘𝖎𝖊𝖗𝖆𝖆𝖑𝖋𝖆𝖑𝖎𝖒𝖆,1764939275
mas Gibran kalau mau namngis namngis aja.. gak usah ditahan2..,1764939149
Semangattt pak Gibran🥹🥹🥹🥹🥹🥹,1764939097
bahkan nabi Muhammad dan para nabi terdahulu banyak pembenci nya🥺sehat² ya pak Gibran dan pak Prabowo dan jajaran yang dijalan kebenaran,1764938892
"kok aneh masih ada yg gasuka sm pak wapres ya, pdhl dia seramah itu😌sehat selalu buat pak wapres🙏🏻",1764938839
😁😁😁,1765172040
MasyaAllah🥰🥰,1765171909
"biarlah sekali pembenci tetap lah pembenci,org bagaimana pun klau di mata pembenci tetap salah 😩🙏",1765169869
BARE FUCKING MINIMUM,1765169467
"sehat sehat yah pak wapresss , sehat sehat juga warga segera pulih kembali normal seperti semula",1765169258
jujur gua sedih bgt orang bisa judge tapi nyumbang aja ga(?) ky plis support dongg mereka.,1765168314
"hadeuhh ga habis"" pencitraan di konoha ini, karena rakyat pintar tahu pejabat konoha pada ga jelas kerjaan nya, tapi rakyat biasa juga butuh tempat untuk ngadu jadi mau ga mau, btw sampai akhir tahun 2025 ini banyak banget yang bisa di rujak dari pejabat"" konoha🤣🤣🤣",1765166921
beliau meniru gaya Kim Jong un❤,1765166814
sehat Selalu Pak Wapres Gibran 👍👍,1765166635
"sehat selalu wapres ku,tetap semangat,ingat warga mu membutuh kan mu.",1765166093
kalian mau menghujat apalagi sih?heran,1765165558
"aq baru sadar,dia lh pemimpin kita.. se-Indonesia 🥹🥹🥹",1765163448
"ga kebayang gue kalo presiden nya anis. pengen tau gue yg ngehujat rame begini kaga, heran soalnya tiap ganti presiden ada aja salahnya karena g sesuai sama pilihan nya 🥲",1765160443
masih ada yg lebih parah dari mikul beras ternyata 🤣,1765159364
buat kalian yang komen tau yah me hujat emang kalian bisa ap si ?,1765154057
"bener"" mendengar suara hati rakyat yg trdampak. begitu dekatnya beliau dengan rakyatnya. sehat"" mas Gib",1765152664
presiden sama wakil presiden nya mah bener yang ga bener itu pemerintah nya pejabatnya 🥺🥺,1765152349
menyala sih 🔥,1765151811
"walaupun tidak memilih mereka dulu, tp mereka tetap menjadi presiden dan wakil presiden negara ini, bagaimana pun kekurangan mereka seharusnya kita rakyat harus menutupi itu dr mata dunia, tunjukkan yg baik untuk negara lain...",1765151687
terus?,1765149574
"guysss, bukan masalah bare minimum atau engga. sebenernya blusukkan itu bener, apapun yg dilakuin mau sembako atau nyatet gini bener. tapi yg jadi inti tujuannya adalah apakah setelah itu terealisasikan? dilihat aja hasilnya ya guys",1765149126
menyala pokok nya wapres..yg dengki minggir..😂,1765148590
Asli dia takut bner bner ada yg kelupaan keluhan nya sehat terus wapres ku,1765148486
"kerja nyata 👍👍👍🤩🤩🤩
terimakasih wapres the best 🙏🙏🙏🤩🤩🤩",1765148366
apapun yg di lakukan mas wapres selalu sj di nilai macam2 sm netizen heran juga 😏,1765148094
kayak gini emang udah tugas biasa tolong jangan berlebihan. kalau emang udah berhasil beri 19 jt lapangan kerja baru kalian hmm hmm 😁,1765147988
😂,1765147910
wapres aja pake baju biasa tetap merakyat sehat selalu mas gibran,1765147877
seperti biasa seolah pahlawan padahal emang tugasnye woy,1765147721
Siapun presiden dan wakilnya berharap Indonesia akan lebih baik,1765146376
males aku buka x masih mending tik tok,1765145915
"maasyaallah mas Gibran....
Mugi di paringi sehat ...... 🥺",1765145413
masih mending lah drpd maruf amin 😭,1765145241
sehat sehat mas wapress ku,1765143865
