videoWebUrl,submittedVideoUrl,input,createTime,createTimeISO,text,diggCount,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,uid,uniqueId,avatarThumbnail,mentions,detailedMentions
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764927374,2025-12-05T09:36:14.000Z,sehat-sehat yaaa pak gibran:(,441,False,False,,2,7364424443325088784,rotiselaicokelat,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1bb8867b456f3f2ac4ed8cecb8d006ab~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bf9f83ae&x-expires=1765274400&x-signature=jmVweUHciGcUPmC4SLZl%2BgfxT10%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764924507,2025-12-05T08:48:27.000Z,gibran:,118697,False,False,,366,7556949300472415240,nazlaa_wlw,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/73e851e9dca3fdd270aacf792bcef792~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e3506348&x-expires=1765274400&x-signature=nMk5UXdZ5hXpPZdhQijrGZhBGIA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764926105,2025-12-05T09:15:05.000Z,"@Cortis:Dari dulu gibran memang begitu kok, waktu jadi walikota solo di buka akses buat chat dia biar masyarakatnya bisa kasih keluhan secara langsung. Dimana lagi kita mau dapat pemimpin yang mau langsung catat keluhan warganya. Di Indo malah dihujat",760,False,False,,5,6873295131056161793,shkanaaa,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ae9ef008e0bd675936204feee6b4c78a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b956a207&x-expires=1765274400&x-signature=8Qcc9VuJn9BHP23uNN17bEzjoEQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764927613,2025-12-05T09:40:13.000Z,"IYAA TAUU BARE MINIMUM, tpi di era skrng jarang bgt pejabat begini gasi? PADAHAL BARE MINIMUM. Padahal beliau wapres, seharusnya tugas begini tuh pejabat daerah gasi (otonomi daerah)",2630,False,False,,21,6832604310985556993,keiiacuu,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/13bc42ef5c04e371c49d3467151dc7a2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5a825fff&x-expires=1765274400&x-signature=rSTXityfqa3Uka7A9Wrwj1a70K8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764935789,2025-12-05T11:56:29.000Z,mas gibran🗿,80,False,False,,1,6908266397643506689,chisks_26,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b03bf554438c025d98e63630ec8b8a24~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=913a42a1&x-expires=1765274400&x-signature=32Xy7qD9c6XpduuEcbYwZWUcqWM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764927202,2025-12-05T09:33:22.000Z,"Padahal dia cuma bertugas sesuai kapasitas dia , tp kenapa byk yg gasuka bahkan ngehina dia ? Apa manusia skrg udh ga punya hati dan empati?",7439,False,False,,64,6905972207996158977,your_rubyjane.kim,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f0f4ecc29fc69bd175a65b74421b707d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=98f41315&x-expires=1765274400&x-signature=dFAFU65UIM3v3KOqrg%2FdoOJnmcA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764926988,2025-12-05T09:29:48.000Z,kerja nyata aja msh banyak yg gak suka😭,1186,False,False,,10,7132720402249303067,callme_wn,https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/0c65c4e07dc23b98d967c6244379165b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e2ca68a5&x-expires=1765274400&x-signature=IKXHS95wZQx7gRY%2BkWpRDAA5jwA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764921903,2025-12-05T08:05:03.000Z,ini bentar lagi ada yg komen cari muka😭😭,1260,False,False,,5,6972341408973079553,abnerhks23,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b0c726faf1c5658db4bac06d5440e6f3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=557a91f6&x-expires=1765274400&x-signature=A4wd035xYnPZz1DjgMteNII72NM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764927282,2025-12-05T09:34:42.000Z,nemu komen yg isinya “mau siapapun pejabatnya gak bakalan luput dari rujakan netizen” lgsg nyesssss bacanya😭😭,8915,False,False,,17,7503569791971787782,rosezzzoo,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b2b13868a92315d09daa4587e5b58bc3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=99b318fe&x-expires=1765274400&x-signature=A34wawJFeBIC0zyxuWy6jnWp85E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764926670,2025-12-05T09:24:30.000Z,gw sedih banget liat orang2 dengan mudahnya ngetik jahat ke orang lain apalagi mereka ketemu orang itu aja bahkan ga pernah. mereka belum tentu jg sanggup diposisi orang itu,3600,False,False,,50,7416628858894959621,frensges,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/65c16bc27985d46b74a259b09244c475~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8a6a6099&x-expires=1765274400&x-signature=vHHilstoEXw4CG%2F6ipfGiGiYmY0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764925625,2025-12-05T09:07:05.000Z,"Dari dulu gibran memang begitu kok, waktu jadi walikota solo di buka akses buat chat dia biar masyarakatnya bisa kasih keluhan secara langsung. Dimana lagi kita mau dapat pemimpin yang mau langsung catat keluhan warganya. Di Indo malah dihujat",1594,False,False,,22,6911316453954241537,caramel961,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b46bfc40959ce74d70ad496eb1ad4936~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ab0e5a6c&x-expires=1765274400&x-signature=MTKIi1KNFGVGH6eW4UrP2z1IXF4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764935793,2025-12-05T11:56:33.000Z,pak gibran:,103,False,False,,0,7094482591587583002,hstttttttt__,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0fd14f9c3d4b13fe81250f7798a49dfc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e5f91b3c&x-expires=1765274400&x-signature=ArdKxcWfKUktuWsbP%2BP8ZJ33Pgs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764929911,2025-12-05T10:18:31.000Z,yg ngehujat emg bener harus ganti rakyat nya deh,1699,False,False,,6,6761695584649184258,sekaranotkara,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cdd9a951005c6d9a832c606793c6c5f9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=394f8d31&x-expires=1765274400&x-signature=jrZrA505PVbmYbpNr0NSmnmCbbs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764926338,2025-12-05T09:18:58.000Z,"kok orang orang punya tenaga ya buat ngejudge, padahal lagi nolongin loh bukan buat keributan😭😭",1102,False,False,,10,7043432210180097050,haibi1408,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/36f4be6769e4fe05ca24ab57a5d0a969~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f443ded4&x-expires=1765274400&x-signature=LG6IZH%2BxRBeLJP4ERS2buKUGoqc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764922246,2025-12-05T08:10:46.000Z,"Bran jika niat lu baik, inshaa allah semua kebaikan ke lu bran. kami ga ga nuntut lu sempurna, tapi setidaknya berguna. semangat wapres ku",6169,False,False,,27,7099434663189726234,susuisidososic,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9a12b2700fbc89ff9110520aeed56c5f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a0d12feb&x-expires=1765274400&x-signature=a8eFV5zM6KlNMwKGYA%2BMDJiBhz4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764933178,2025-12-05T11:12:58.000Z,gua buka x sama ig naudzubillah ketikannya semuanya 😭 EMG PLING BENER 2026 GANTI RAKYAT KEC GUE!!!,2589,False,False,,71,6835976906182165506,iscruppydiliptiyus,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3f8da32a7b5ea40f46fb702a4a9ad5a9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ea3e63c8&x-expires=1765274400&x-signature=GtlS1DpzntlUN1GqI%2BfUNpzgP3U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764931630,2025-12-05T10:47:10.000Z,"wapres tersibuk sepanjang masa. tapi masih aja di hujat habis"" an . 🥺",35,False,False,,0,7440005723457324087,handen559,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/abd9cea162579cccbd55c5ef984495a9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8e5809f5&x-expires=1765274400&x-signature=Tpcj4j9KBGPtsjzOv%2Bp83bP7X2U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764928226,2025-12-05T09:50:26.000Z,"@Cortis: Dari dulu gibran memang begitu kok, waktu jadi walikota solo di buka akses buat chat dia biar masyarakatnya bisa kasih keluhan secara langsung. Dimana lagi kita mau dapat pemimpin yang mau langsung catat keluhan warganya. Di Indo malah dihujat",273,False,False,,2,7395980020877673478,whooiswy,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/70ab19c629e19c951b8aa47b474e847e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6dd06d25&x-expires=1765274400&x-signature=L8fQAPiV9PQyeOuLbaVvX53ZhQc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764927463,2025-12-05T09:37:43.000Z,"kita tau kok teman-teman, hal yang pak gibran lakukan itu adalah bare minimum yang harus dilakukan para pejabat saat bertemu rakyat. tapi pejabat mana yang ngelakuin itu, di zaman ini? kami bukan menyanjung bagaikan dewa kami cuma mau kasih tau.. Wapres kita saat ini lebih baik dari Wapres kita yang lalu. dia turun ditengah rakyat, dia mendengarkan keluhan rakyat, dia peduli dengan rakyat... dia tidak hanya bersembunyi di bekalang tubuh pak presiden aja... dia bener-bener pakai tubuhnya sendiri buat bantu kita.",268,False,False,,1,6811294903538287618,nana_31075,https://p19-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/61a7394fe933e30c330815daf351ac2c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=26a672a9&x-expires=1765274400&x-signature=7nfyH9%2FJPVJSTIoAFi%2BQEDD9ioE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764922266,2025-12-05T08:11:06.000Z,"Dtulis scra detil keluh kesah warganya, memastikan warganya klo smua sgra membaik",1949,False,False,,8,7366603992699143173,anie.cipieaja,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7366604539361230853~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d39d1564&x-expires=1765274400&x-signature=DtNGCggvyNMw9fakDbLEsknJwFs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764924315,2025-12-05T08:45:15.000Z,"yang belom paham
x= 01
tt= 02",27339,False,False,,111,6783631307265836034,myanhoney,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/fbf2aed5399786333ab4c52afb046d8b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=eb98368a&x-expires=1765274400&x-signature=V%2BGbCy1eocUXWCg9RFo%2B1bBETko%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764926679,2025-12-05T09:24:39.000Z,"plizzz normalisasi pejabat kalau gini emng kerjanya dia,gak usah di dewakan",4471,False,False,,137,7415056296489321477,wishly19,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/53032e171d581c296c1479c966d7814b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=708486b8&x-expires=1765274400&x-signature=iXXsypRMaslpt1LwCpExP537mtM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764930733,2025-12-05T10:32:13.000Z,keknya emang harus ganti rakyat ga si wkw,9024,False,False,,109,6883233530609615874,kamujodohku124,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6614d010d71ed63e4e4c6dbef698a37b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c13b35ee&x-expires=1765274400&x-signature=unDRZadCZoneA1H8rMZuilwp8GU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764932049,2025-12-05T10:54:09.000Z,"Maksut nya ya, bersihin hati kita semua, kalo kerjanya bagus puji dan berterimakasih lah, kalo keliru ayok sama sama kita perbaiki, bersihin kacamata kita masing masing, biar bisa ngeliat baik nya pejabat ga buruk nya doang, mereka aku dan kita juga manusia yang baru pertama kali hidup di dunia ini.",1019,False,False,,15,7380607705722127366,braayye,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7a31891fdcf07c17ab21705dbec7f629~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5ffbf28e&x-expires=1765274400&x-signature=E7db%2BScvg3VcK6%2BLKmCVTw2NoCo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764931194,2025-12-05T10:39:54.000Z,"sebaik ini masih dihujat?, miris banget",4455,False,False,,46,7125866786835711003,thesecret00_3,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7ce3b18f4bf5b09808a36a54971ab8b1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d61bb6e8&x-expires=1765274400&x-signature=%2FLHtGRvW4w3h26DUp7qQfsfwlV4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,https://www.tiktok.com/@antaranews/video/7580280925297184007,1764930971,2025-12-05T10:36:11.000Z,"Kerja di hujat, ga kerja di hujat. Ga capek apa ya hati dan pikiran org org yg gampang ngehujat😌 w aja yg cuma baca hujatannya capek anjr istigfar mulu",122,False,False,,4,7159108337735910402,by.famz,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/cf4d5f47ff461132ca7b674f9594b435~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a5b7b1e8&x-expires=1765274400&x-signature=PGSVHRM229%2FO96%2BoNtI0wz7xVlA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
